RowNames	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
k__Bacteria|p__Lentisphaerae|c__CFGB48151	1.22311	0.02511	0	0	0.26095	0.11745	0.13802	0	0	0.00928	0	0.13863	0	0	0.09081	0	0.62612	0.25131	0.44051	0	2.2562	0.06551	0	2.68848	0	0	0	0	0	0.25191	0	0.16412	0	0.74792	0.71624	0	0	0.01189	0	0	0.00604	0	0.09087	0.09659	0.52544	0.49723	1.53469	0	0	4.30172	0	1.10151	0.20664	0.0959	0.03278	0	0.141	0	0.18052	0.09258
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB7365	0	0	0	0	0	0	0	0	0.8229	0.00868	1.07139	0	0.23083	0.02972	0.06779	0.09496	0	0	0	0.01516	0	0	1.8112	0	0.03141	0.10119	0	0.18311	14.03101	0.20008	0	0	0	0	0	0	0	0	0	0	0	2.96772	0.06586	0.80825	0.0543	13.50737	0	0.00945	0	0	0	0	0.06208	0.01856	0	0	0.0124	0.01513	0.40643	0
k__Bacteria|p__Bacteroidetes|c__CFGB47741	0.05486	0.29555	2.96431	0	0	0.00609	0.00458	0	0	0.00795	0	0	0	0	0	0	0.58321	0	0	0	0	0	0	0.04147	0	0	0	0	0	0	0	0	0	0.74683	1.36565	0	0.02176	0.44759	0	0	0.04554	0	0	0	0.05193	0.01222	0	0	0	1.25532	0	0.22715	0.04048	0.4711	0.08113	0	0	0	5.31588	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	11.59914	8.82067	0.36278	0	48.68858	5.16431	0	0.08994	0	32.29103	1.03431	4.69556	0	0.74252	35.96074	11.86051	15.54011	56.10637	24.93477	31.06277	23.01171	6.29277	7.98519	27.41292	1.37653	2.55863	0	7.22125	24.41768	9.46713	0	2.50022	0	3.46618	17.81538	0	0.59181	2.33714	0.05771	0	0.0749	0	0	1.27591	1.14698	6.10399	31.75831	3.76743	0	8.96686	17.76437	26.39225	16.82186	0	2.50093	6.67668	0	0.17474	7.19447	0.19275
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	6.16289	4.26867	3.38181	0.0188	7.1059	1.15963	1.93915	0	3.52103	25.63338	0.47793	7.86457	5.58986	0.0881	3.74323	0.75843	2.58105	3.18248	2.46905	0.89431	0.3418	0.67827	1.31333	5.17941	0.01931	0	0	1.83827	0	1.78578	0	8.46045	1.068	9.43465	24.57437	0	4.99486	7.20685	1.73906	0	0	1.60594	0	0.24065	6.54612	1.84452	4.36171	1.82687	0	1.67107	0.17286	1.88222	1.53775	0	1.69455	1.63253	0	0	2.72838	0.77462
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0	0	0	0	0.16456	0	0	0	21.7479	10.11612	0	0.00461	0	43.72501	12.71392	2.85444	0	0.98283	0	0	0	1.62082	0	0	12.24625	54.62057	0	1.3695	14.8769	0.72972	0	0	0	0	2.02155	0	0	0.25575	0	0	0	32.41901	0.75221	0.5454	0	6.07552	0.96577	0.2118	51.17195	0	0	0.01378	0	0.01891	0.38466	2.35193	2.9342	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	19.46099	0	14.90246	36.52283	4.4478	22.04797	22.13861	21.28369	12.68608	6.06935	8.41042	9.06162	3.44236	5.33338	2.00695	5.36935	5.75355	0.63749	0.49696	0.95999	0.53128	0.94976	2.43654	1.04987	8.74767	2.21234	3.69531	2.42051	0.99396	0.38782	15.00346	23.89451	18.21329	15.67994	2.45033	15.15812	20.07601	0.04813	11.729	11.54347	17.16049	14.15215	1.03846	1.83345	1.8047	1.27799	1.54201	0.46055	0.12847	2.55959	1.17857	1.22001	0.51808	0	0.03719	0.74666	0.53181	0.48314	2.82897	0.25751
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0	0	0	1.16516	0	0	0	0	0.05327	5.1019	0	2.15325	0	0	0.01054	8.72559	0.12519	0.79645	0	0.12708	0.12073	0.63986	0.17426	13.84528	0.76993	0	0	19.15258	0	0	0.02889	0	0.73272	0	15.26681	0	0	0.01637	0	0	0	0	0.01368	0	0	0	0.6361	37.38335	0	0.10761	0	2.8869	0	32.17455	0.08913	0.54091	0	0.47737	0.24234	0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	2.64983	1.29773	23.74784	0	0	0.26474	0	0.62306	0	4.237	0	8.67996	0	0	0	22.97415	15.51941	0	0.04601	0	6.08356	11.4439	1.11895	2.6792	0	0.33838	8.83381	0	11.01315	13.27786	0	0	0	0	0	0	0.22244	31.97504	0	0	0.34035	0	4.21791	5.17111	9.05351	14.63913	14.5066	0	11.64181	9.67182	3.03289	5.64353	34.52878	0.6088	33.07544	0	25.92164	18.70453	12.19342	19.05368
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	16.01552	1.47324	10.26359	27.69374	7.7436	19.62532	12.80591	40.49572	12.25737	3.44457	17.37424	6.9163	15.07848	5.10296	4.96487	5.36493	5.03158	6.02199	3.48393	15.53994	5.81797	1.56123	13.39173	3.09865	9.3359	11.02585	6.78366	8.08241	3.13171	8.66112	17.2302	19.18112	23.98928	9.48554	3.20292	23.34337	25.62224	0.91578	2.52382	54.98948	20.05391	8.03588	2.74116	8.93531	7.92641	3.53025	2.22276	4.8197	2.61084	3.51415	11.37222	18.56721	4.11407	3.10476	1.00587	5.11177	3.07535	1.53335	3.07463	8.9288
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207	0.15585	0	0.473	0.4755	0.04623	0.28187	1.5794	0.47206	7.19682	1.87697	0.60802	0.24645	0.73618	7.41769	0.59578	2.54247	5.1515	0.36209	3.55748	1.45925	19.06025	0.66946	2.82679	0.08358	7.97972	4.94676	6.16411	8.44275	1.29735	4.27906	2.5069	1.40042	5.01098	1.52529	1.52318	1.51796	2.02401	0.11088	0.8194	1.00267	0.56754	1.90818	2.67735	5.66933	5.69039	12.55501	3.94501	2.49517	0.63823	0.73139	5.06446	3.1402	1.76188	0.98742	0.20879	2.1143	1.03775	0.96772	0.22171	1.20008
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	0	1.31037	0	0	0	0	0	0	0	1.6684	0	0	0	0	2.20644	0	0	1.52141	0	0	0	0	0	0.51808	0.0041	0	2.62162	0	8.95983	0.82978	0	0	0	0	0	0	0	0	0	0	0.00627	0	25.55933	0.95291	0.02053	1.13263	10.13142	0	0	0.15651	0	0	17.61202	0	0	0	20.67123	36.22256	34.78003	0
k__Bacteria|p__Bacteroidetes|c__CFGB7503|o__OFGB7503	0.70453	0	4.10479	1.03552	3.03277	0.32631	0.04965	0.02313	0	1.59516	0	0	0	0.07193	5.01453	0	0	0	0	0	0	0	0	4.87773	0	0	1.47116	0	0	0	0.08351	0	0	24.00761	0	0	0	5.6129	0	0	0.05555	0	0	2.11241	10.72247	0	0	0	0	3.44319	0	0	5.00312	0	1.64517	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.06549	1.09648	0.83843	0.63235	0.30185	0.15217	6.24523	0.73212	5.34198	1.52477	10.39128	2.7527	4.18472	2.16612	10.49373	10.60003	21.17131	10.46879	23.99155	24.41273	6.75453	9.531	21.54566	2.71616	3.74181	14.28886	7.45213	20.25543	8.95904	21.00303	1.45593	0.48924	0.22668	4.11503	8.86837	0.10448	0.59774	1.63117	0.36494	0.66321	0.306	1.52648	19.02134	33.27286	19.19989	18.9901	4.20472	27.01678	2.79499	1.47715	3.63295	15.42386	6.25966	10.1352	2.42384	27.70472	10.14945	2.30094	9.98578	12.47936
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2.87981	0.07087	1.74679	0	1.5548	2.1823	0.05751	1.28304	2.48585	1.50551	1.98935	24.58083	62.6548	2.9995	0.57164	0	3.85718	0.74026	0.66259	0.74419	0.39591	8.74427	0.29466	10.33897	1.40196	0.0167	0	0.90192	0.17285	0.46602	40.43821	7.57924	4.23202	0.58604	0.1781	0.04695	29.05642	0.66896	0.14177	16.48581	2.87941	12.33837	0.2211	0.61584	0	1.18305	0.01011	1.04943	0	0.03148	0.59743	2.16847	0.36784	4.82917	0.18789	2.95242	0	0.08913	0.00965	1.1111
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified	0	0	0.14276	0	0	0	0	0	0	1.12671	0	1.75638	0	0.00363	3.62239	1.20837	2.80931	0	3.90674	0	14.32006	12.25049	0.19927	3.04366	0.49998	0.4694	0.51069	6.99579	0.04954	0.93812	0	0	0	0.19173	0.39623	0	0.1644	2.37244	0.45985	0	0.04623	0	15.59209	1.54277	0.15264	0.23003	8.07216	7.34437	7.62036	9.6232	1.3735	2.51212	0.63224	8.93921	3.50384	24.71243	5.26938	0.11733	2.53522	12.24819
k__Bacteria|p__Firmicutes|c__CFGB9158|o__OFGB9158	2.35843	0	3.25937	6.20366	0.04475	2.02184	22.08868	6.12377	8.08291	0.56371	22.30656	0	4.68551	5.18336	0	0.16236	0.30875	0.00449	0	0	0	0.14976	0.07293	0	0	0.97904	0.0553	0	0	0	3.30102	3.82547	4.9624	0	0	1.739	0.50539	0.93151	0.00354	4.46827	0.85736	3.81503	0	0	0	0	0	0	0.58359	0	0	0	0.0577	0	0.48796	0	0.23741	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	1.65439	61.11136	1.67887	0.10509	1.60468	1.07453	10.32254	0.03355	0.12678	0.54891	18.35528	0	1.11534	0.14683	1.60572	3.33126	1.17587	0.15476	1.00366	6.02246	3.46448	1.06247	14.67447	11.5517	0.83649	3.3307	26.58323	11.04117	4.40067	6.90143	0.02191	3.76709	2.44973	5.3589	2.9107	0.00363	0	26.69327	31.54983	0.04149	0.53421	2.96404	18.64919	3.85184	11.0399	1.87052	0.79702	0.75925	2.39432	19.5889	19.48724	0.18306	1.37422	8.99609	30.84717	7.25418	14.07282	1.62546	1.13821	5.09429
k__Bacteria|p__Bacteroidetes|c__CFGB38298|o__OFGB38298	0.91057	0	0.24733	0	0	0.39371	0.00948	0.00887	0.00698	0.35275	0	0	0.00461	0	0	2.38971	0	0	1.14628	0	0	2.27445	2.36549	1.79229	0	0	0.47721	0	0.14034	3.23732	0.00304	0	0.40941	1.61663	0.84771	0	0.00704	5.03046	0.2432	0	0.02845	0	1.8368	0.23197	2.80737	0	9.18933	3.9898	0.02261	1.45286	10.37451	2.28147	0.26221	0	5.28056	0	1.08433	0	1.09617	1.00537
k__Bacteria|p__Bacteroidetes|c__CFGB7946|o__OFGB7946	0	2.37094	0.43476	0	0	0	0	0	0	0.31517	0	0	0	0.00966	0.3311	0.59473	0	0.1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28006	0	0	0	0	0	0	0	0	0.22409	0.01498	0	0	0	0.34469	0.27077	0
k__Bacteria|p__Bacteroidetes|c__CFGB37281|o__OFGB37281	0.2846	3.26973	0.20674	0	0.01781	0	0	0	0	0.30643	0.40137	0.36432	0.84503	0.00192	0.29452	0	0	0.67767	0	0	0	0	0	0	0	0	0	0.13865	0	2.31151	0	0	0	1.49021	0.2209	0	0.00937	0.08944	0	0	0	0	0	0	0.34207	0	0	0.081	0	0	0.12375	0	0	0	0.00844	0	0.11822	0.0171	0	0.24511
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119	0	0	0	0	0	0	0	0	1.99695	0.29727	0.1215	0.23305	0.21032	0.00601	0	0	0	0	0	0	0.23853	0	0	0	0	0	0	0.12993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27214	0.03443	0	0	0	0	0	0	0	0	0	0.00511	0.02915	0	0.04695	0.00118	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8214|o__OFGB8214	0.02898	0	0	0.09329	0	0.00857	0.32463	0.22732	9.0861	0.29416	5.52622	0.52312	0.10424	1.47257	0.02469	0.92838	0.63547	0	1.33678	1.56617	1.18945	0	1.07493	0.01456	4.58492	0.6869	1.55197	0.78944	0.93506	0.42907	0.76392	1.43312	0.1198	0	0.18696	0.07235	0.0242	0	0.02555	0.17304	0.16595	1.21253	0.09474	0.0593	0.04668	0.04722	0	0.23655	0.24681	0.15943	0.44578	0.15912	0.04044	0	0	0.51611	0.47301	0.01766	0.81106	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.00839	1.07233	0.00354	1.34361	0.04001	0.14132	0.00537	0.00302	0.00657	0.2481	0.12135	0.32222	0.18741	0.00457	3.84337	0.33404	8.59351	2.12793	0.9321	4.68765	2.93951	0	1.05857	1.61005	0.00555	0.01057	0.01068	1.00238	0.7433	4.32677	0	1.81694	0.19215	4.66273	12.79414	0.01599	0.1676	3.61101	0.63727	0.12593	0	0.06831	0.00057	6.8758	2.04499	2.48831	0.16644	0.61341	2.55497	0.678	0.01239	0	0.58661	2.99511	1.43799	3.50704	0.43983	0.19438	0.06261	1.77389
k__Bacteria|p__Firmicutes|c__CFGB9714|o__OFGB9714	0.16688	7.50713	0.01934	0	0.02694	0	0	0.01559	0	0.16165	0	0.11775	0	0	0.00359	0	0.81069	0	0	0	0	0	0	0.16092	0	0	0	0	0	0	0.01122	0	0	4.82947	0.63642	0	0	0.1562	0	0	0.04678	0	0	0.19583	0	0.16303	0	0	0	0.12179	0	0	0.18336	0	0.02501	0	0.01502	0	0.85172	0
k__Bacteria|p__Firmicutes|c__CFGB8351|o__OFGB8351	0	0	0	0	0	0	0	0	0	0.15312	0	0.09247	0.02845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2.89324	0	0.31835	0.54433	0	0.75819	1.17425	0	0	0.14537	0.01475	0.33005	0.01609	0.05179	0.38245	0.74782	0.85605	0.48909	0.06185	0	0.194	0	0.5769	0.28074	0.05984	0.12328	0.02167	0	0.0236	0	0.17043	0	0.36414	0	0.19835	0.04696	0.53351	0.14048	0	0.30154	0	0	0.44852	0.25976	0.39641	0.01567	0.11522	0	0.03614	0.08544	1.43234	0.17464	0.31422	0.29167	0.07899	0	0.28559	0.52769	0.17017	0.43092
k__Bacteria|p__Firmicutes|c__CFGB9504|o__OFGB9504	0.0461	0	0	0.13744	0.02352	0.0025	0.81739	0	0.04875	0.11664	0.01004	0.01073	0.09761	0.05316	0.2845	0.37981	1.12518	0.34096	0.60248	0.24433	0.90176	0.7014	0.39601	0.39517	0.22692	0.05782	0.64369	0.55113	0.29027	0.96914	0	0.20622	0.39426	0.35313	0.33044	0.0784	0.45495	0.13152	0	0	0	0.07486	0.06946	0.29904	0.81147	0.2361	0.51015	0.60634	0.12357	1.02123	0.92616	0.36054	0.40391	0.46925	0.16746	1.62223	0.28812	0.07771	0.55309	4.8193
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales	1.11735	0.89233	2.16368	2.36281	0	0	3.29771	0	0.5601	0.09151	0.47672	0.01556	0	0	0.46093	0.04103	0	4.02502	0.23126	0	1.17685	0.01985	0	0	0	0.03612	0	2.77019	0.40853	0	0	0	0	0	0	0	0	0.77553	0.85996	0	0	0	0.30101	0	0.9951	0.05559	0.02536	0	0	4.22947	1.48128	0	0.82213	0.52011	0.77403	0.13858	0.00263	0.16827	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	0	0	0	0	0	0	0	0.00578	1.58958	0.05385	0.24272	0.0228	0.13574	1.26979	0.03985	0.0153	0.43969	0.01907	0.77985	0.29057	1.47517	0.31302	1.50556	0.01415	0.79259	1.14707	0.23919	0.18607	0.43829	0.33587	0.00943	0	0	0	0	0	0	0.03355	0	0	0	1.70155	3.83042	6.64021	1.75981	0.15657	1.25561	0.82884	0.03194	0.22495	0.69469	0.17745	0.30994	0.24741	0.11544	0.07893	0.47325	0.19154	0.12922	0.28607
k__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellae_unclassified	0	0	0	0	0	0.11899	0.01544	0	0	0.03821	0.03692	0.05783	0.00983	0	0.03312	0.31675	2.72299	0	0.12353	0.14738	0.27141	0.02516	0.01135	0	0	0	0	1.68863	0.16113	0.40143	0	0	0	0	2.18614	0	0	0.29165	0	0.77007	0	0	0.01783	1.06583	5.63978	0.68799	0.71054	0	0.07669	10.27481	0	0.64482	2.57999	0.42827	0.5335	1.05074	0.53683	0.38342	5.95488	0.18924
k__Bacteria|p__Bacteroidetes|c__CFGB12404|o__OFGB12404	0.04182	0	0.00574	0	0.04169	0.04938	0	0	0	0.03688	0	0	0.02704	0.00135	0.44338	0.01801	0.02198	0	0	0.06555	0	0.00756	0.00512	0.08497	0	0.00306	0.01689	0	0	0.00123	0	0.0228	0.01242	0.19864	0.04698	0	0	0.03752	0.01486	0	0	0	0.01062	0.01633	0.07016	0.02959	0.02089	0.03152	0	0.02566	0.02075	5.21036	0.03835	0.00315	0.01524	0.06786	0.03269	0.00523	0.00286	0.04519
k__Bacteria|p__Actinobacteria|c__CFGB8539|o__OFGB8539	0	0	0	0	0	0	0	0	0	0.02799	0	0	0.03953	0	0	0	0	0.04368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8213|o__OFGB8213	0	0	0.25724	0.04066	0	0.04244	0.0531	1.32415	0.6788	0.0199	5.80262	0.50376	0.01325	0.44982	0.4225	1.40505	0.17845	0	3.87768	5.87399	0.03778	0.18636	0.42307	0.11404	18.31168	2.30671	1.33276	1.03547	0.3968	0.00658	0.13095	0.42038	0.56774	1.2087	0.64587	0.13819	1.28474	0.12091	1.58095	0.38353	0.26115	0.32727	0.12391	0.05015	0.90138	0.28324	0.31666	0.06814	0.39339	0	0.13681	0.20657	0	0.09595	0.18847	0.5653	0.08376	0.0022	0.01833	0
k__Bacteria|p__Firmicutes|c__CFGB9264|o__OFGB9264	0	0.15002	0	0	0.03833	0	0	0	0.02135	0.01159	0.09987	0.04362	0.09999	0	0.01105	0.02416	0	0.06055	0.00807	0	0.00989	0	0	0	0	0.00104	0	0	0	0	0	0	0	0.08563	0	0	0	0.00784	0	0	0	0.02982	0.14217	0	0	0.05144	0	0	0	0.01562	0.01415	0.5162	0.40603	0.00198	0.01708	0.16332	0.00197	0	0.6084	0.10032
k__Bacteria|p__Lentisphaerae|c__CFGB48151|o__OFGB48151	1.22311	0.02511	0	0	0.26095	0.11745	0.13802	0	0	0.00928	0	0.13863	0	0	0.09081	0	0.62612	0.25131	0.44051	0	2.2562	0.06551	0	2.68848	0	0	0	0	0	0.25191	0	0.16412	0	0.74792	0.71624	0	0	0.01189	0	0	0.00604	0	0.09087	0.09659	0.52544	0.49723	1.53469	0	0	4.30172	0	1.10151	0.20664	0.0959	0.03278	0	0.141	0	0.18052	0.09258
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB7365|o__OFGB7365	0	0	0	0	0	0	0	0	0.8229	0.00868	1.07139	0	0.23083	0.02972	0.06779	0.09496	0	0	0	0.01516	0	0	1.8112	0	0.03141	0.10119	0	0.18311	14.03101	0.20008	0	0	0	0	0	0	0	0	0	0	0	2.96772	0.06586	0.80825	0.0543	13.50737	0	0.00945	0	0	0	0	0.06208	0.01856	0	0	0.0124	0.01513	0.40643	0
k__Bacteria|p__Bacteroidetes|c__CFGB47741|o__OFGB47741	0.05486	0.29555	2.96431	0	0	0.00609	0.00458	0	0	0.00795	0	0	0	0	0	0	0.58321	0	0	0	0	0	0	0.04147	0	0	0	0	0	0	0	0	0	0.74683	1.36565	0	0.02176	0.44759	0	0	0.04554	0	0	0	0.05193	0.01222	0	0	0	1.25532	0	0.22715	0.04048	0.4711	0.08113	0	0	0	5.31588	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	11.59914	8.82067	0.36278	0	48.68858	5.16431	0	0.08994	0	32.29103	1.03431	4.69556	0	0.74252	35.96074	11.86051	15.54011	56.10637	24.93477	31.06277	23.01171	6.29277	7.98519	27.41292	1.37653	2.55863	0	7.22125	24.41768	9.46713	0	2.50022	0	3.46618	17.81538	0	0.59181	2.33714	0.05771	0	0.0749	0	0	1.27591	1.14698	6.10399	31.75831	3.76743	0	8.96686	17.76437	26.39225	16.82186	0	2.50093	6.67668	0	0.17474	7.19447	0.19275
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	2.48841	4.26867	3.1094	0	6.1192	0.00276	0	0	0.28376	22.05248	0	5.73313	2.66141	0	0.857	0.6385	0.70985	0.43099	1.48618	0.30793	0.33514	0	1.04857	2.08352	0	0	0	1.50752	0	0.72334	0	2.03296	0	3.63695	14.56454	0	3.50341	6.15107	1.10423	0	0	0	0	0.24065	5.4856	0.81922	2.76731	1.00308	0	1.10161	0.09453	1.61435	0.91644	0	1.46999	0.34566	0	0	1.32365	0.30429
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	0	0	0	0	0.16456	0	0	0	21.7479	10.11612	0	0.00461	0	43.72501	12.71392	2.85444	0	0.98283	0	0	0	1.62082	0	0	12.24625	54.62057	0	1.3695	14.8769	0.72972	0	0	0	0	2.02155	0	0	0.25575	0	0	0	32.41901	0.75221	0.5454	0	6.07552	0.96577	0.2118	51.17195	0	0	0.01378	0	0.01891	0.38466	2.35193	2.9342	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	19.46099	0	14.90246	36.52283	4.4478	22.04797	22.13861	21.28369	12.68608	6.06935	8.41042	9.06162	3.44236	5.33338	2.00695	5.36935	5.75355	0.63749	0.49696	0.95999	0.53128	0.94976	2.43654	1.04987	8.74767	2.21234	3.69531	2.42051	0.99396	0.38782	15.00346	23.89451	18.21329	15.67994	2.45033	15.15812	20.07601	0.04813	11.729	11.54347	17.16049	14.15215	1.03846	1.83345	1.8047	1.27799	1.54201	0.46055	0.12847	2.55959	1.17857	1.22001	0.51808	0	0.03719	0.74666	0.53181	0.48314	2.82897	0.25751
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0	0	0	1.16516	0	0	0	0	0.05327	5.1019	0	2.07406	0	0	0.01054	8.72559	0.06689	0	0	0	0.12073	0.63986	0.17426	13.84528	0.76993	0	0	19.15258	0	0	0	0	0.73272	0	15.26681	0	0	0.01637	0	0	0	0	0.01368	0	0	0	0.6361	37.38335	0	0.10761	0	2.86629	0	32.17455	0.08913	0	0	0.47737	0	0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae	2.64983	1.29773	23.74784	0	0	0.26474	0	0.62306	0	4.237	0	8.67996	0	0	0	22.97415	15.51941	0	0.04601	0	6.08356	11.4439	1.11895	2.6792	0	0.33838	8.83381	0	11.01315	13.27786	0	0	0	0	0	0	0.22244	31.97504	0	0	0.34035	0	4.21791	5.17111	9.05351	14.63913	14.5066	0	11.64181	9.67182	3.03289	5.64353	34.52878	0.6088	33.07544	0	25.92164	18.70453	12.19342	19.05368
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	3.67448	0	0.27241	0.0188	0.98027	1.15687	1.93915	0	3.23727	3.02057	0.47793	2.08568	2.92846	0.0881	2.88623	0.11992	1.8712	2.75149	0.98287	0.58638	0.00666	0.58302	0.26476	3.0959	0.01931	0	0	0.33075	0	1.06245	0	6.42749	1.068	5.7977	9.7357	0	1.49146	1.05578	0.63483	0	0	1.60594	0	0	1.06052	1.0253	1.59439	0.82379	0	0.56946	0.07833	0.26787	0.6213	0	0.22456	1.28687	0	0	1.40473	0.47033
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.01424	1.11045	0.2359	1.8427	0.20942	0.71367	1.43103	0.00268	7.21424	2.14415	3.93266	4.07629	6.20485	2.73466	3.1968	3.52371	1.05385	2.16073	2.44162	10.87958	3.78476	1.19412	8.58165	1.36361	5.92376	5.86091	5.56864	4.19264	2.64388	5.22113	0.19128	2.59467	0.07157	1.74262	1.7461	2.62367	0.37963	0.76457	0.52874	0.24132	0.01618	1.08124	2.18579	4.91728	6.44966	2.81269	1.38605	1.59407	2.46783	2.36563	10.85447	18.32497	4.05276	2.73563	0.99363	2.12879	2.64365	1.23	2.0597	3.39858
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207	0.15585	0	0.473	0.4755	0.04623	0.28187	1.5794	0.47206	7.19682	1.87697	0.60802	0.24645	0.73618	7.41769	0.59578	2.54247	5.1515	0.36209	3.55748	1.45925	19.06025	0.66946	2.82679	0.08358	7.97972	4.94676	6.16411	8.44275	1.29735	4.27906	2.5069	1.40042	5.01098	1.52529	1.52318	1.51796	2.02401	0.11088	0.8194	1.00267	0.56754	1.90818	2.67735	5.66933	5.69039	12.55501	3.94501	2.49517	0.63823	0.73139	5.06446	3.1402	1.76188	0.98742	0.20879	2.1143	1.03775	0.96772	0.22171	1.20008
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae	0	1.31037	0	0	0	0	0	0	0	1.6684	0	0	0	0	2.20644	0	0	1.52141	0	0	0	0	0	0.51808	0.0041	0	2.62162	0	8.95983	0.82978	0	0	0	0	0	0	0	0	0	0	0.00627	0	25.55933	0.95291	0.02053	1.13263	10.13142	0	0	0.15651	0	0	17.61202	0	0	0	20.67123	36.22256	34.78003	0
k__Bacteria|p__Bacteroidetes|c__CFGB7503|o__OFGB7503|f__FGB7503	0.70453	0	4.10479	1.03552	3.03277	0.32631	0.04965	0.02313	0	1.59516	0	0	0	0.07193	5.01453	0	0	0	0	0	0	0	0	4.87773	0	0	1.47116	0	0	0	0.08351	0	0	24.00761	0	0	0	5.6129	0	0	0.05555	0	0	2.11241	10.72247	0	0	0	0	3.44319	0	0	5.00312	0	1.64517	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.06549	1.09648	0.83843	0.63235	0.30185	0.15217	6.24523	0.73212	5.34198	1.52477	10.39128	2.7527	4.18472	2.16612	10.49373	10.60003	21.17131	10.46879	23.99155	24.41273	6.75453	9.531	21.54566	2.71616	3.74181	14.28886	7.45213	20.25543	8.95904	21.00303	1.45593	0.48924	0.22668	4.11503	8.86837	0.10448	0.59774	1.63117	0.36494	0.66321	0.306	1.52648	19.02134	33.27286	19.19989	18.9901	4.20472	27.01678	2.79499	1.47715	3.63295	15.42386	6.25966	10.1352	2.42384	27.70472	10.14945	2.30094	9.98578	12.47936
